Epoch,Policy Loss,Value Loss
2,14.490883827209473,5.289999961853027
3,12.767435073852539,5.289999961853027
4,10.738834381103516,5.289999961853027
5,8.568183898925781,5.289999961853027
6,6.496575832366943,5.289999961853027
7,4.936432838439941,5.289999961853027
8,4.072232723236084,5.289999961853027
9,3.489537000656128,5.289999961853027
10,2.8860816955566406,5.289999961853027
11,2.179161548614502,5.289999961853027
12,1.396262288093567,5.289999961853027
13,0.6920409202575684,5.289999961853027
14,0.25775599479675293,5.289999961853027
15,0.08207211643457413,5.289999961853027
16,0.025964470580220222,5.289999961853027
17,0.008720293641090393,5.289999961853027
18,0.003176645142957568,5.289999961853027
19,0.001256391522474587,5.289999961853027
0,15.547808647155762,56.25
1,15.225852012634277,56.25
2,14.30028247833252,56.25
3,12.960406303405762,56.25
4,11.344079971313477,56.25
5,9.586495399475098,56.25
6,7.808775424957275,56.25
7,6.152336597442627,56.25
8,4.863565921783447,56.24999237060547
9,4.091037750244141,56.24998474121094
10,3.6164417266845703,56.24997329711914
11,3.1779730319976807,56.24995040893555
12,2.6610593795776367,56.24992752075195
13,2.0355749130249023,56.249900817871094
14,1.3408982753753662,56.24988555908203
15,0.7123899459838867,56.2498779296875
16,0.3008314371109009,56.24987030029297
17,0.11072782427072525,56.24987030029297
18,0.04000084847211838,56.24987030029297
19,0.015120061114430428,56.24987030029297
0,13.455804824829102,11.55993938446045
1,13.376249313354492,11.559932708740234
2,12.71711254119873,11.559919357299805
3,11.634116172790527,11.559890747070312
4,10.272025108337402,11.559830665588379
5,8.761348724365234,11.559710502624512
6,7.2520952224731445,11.559455871582031
7,5.973958969116211,11.558897972106934
8,5.1610541343688965,11.557729721069336
9,4.731119155883789,11.555357933044434
10,4.445413112640381,11.550763130187988
11,4.16148567199707,11.54243278503418
12,3.8138699531555176,11.524690628051758
13,3.3642725944519043,11.463483810424805
14,2.7943687438964844,10.974117279052734
15,2.2144129276275635,2.8309638500213623
16,1.7358355522155762,1.9612488746643066
17,1.1794307231903076,1.9600129127502441
18,0.6237844228744507,1.9600002765655518
19,0.24696631729602814,1.9600002765655518
0,10.534059524536133,94.08999633789062
1,10.5350923538208,94.08999633789062
2,9.733377456665039,94.08999633789062
3,8.248265266418457,94.08999633789062
4,6.586534023284912,94.08999633789062
5,5.875268936157227,94.09001159667969
6,5.629668235778809,94.0919418334961
7,5.412207126617432,94.13057708740234
8,5.014348983764648,94.1387710571289
9,4.361588478088379,94.09451293945312
10,3.5249991416931152,94.09021759033203
11,2.59011173248291,94.08999633789062
12,1.676416277885437,94.08999633789062
13,0.9271338582038879,94.08999633789062
14,0.45532843470573425,94.08999633789062
15,0.22300754487514496,94.08999633789062
16,0.11674150824546814,94.08999633789062
17,0.06555908173322678,94.08999633789062
18,0.038617342710494995,94.08999633789062
19,0.023584317415952682,94.08999633789062
0,14.83732795715332,7.839999675750732
1,14.542890548706055,7.839999675750732
2,13.580240249633789,7.839999675750732
3,12.088007926940918,7.839999675750732
4,10.369977951049805,7.839999675750732
5,8.903240203857422,7.839999675750732
6,7.728875637054443,7.839999675750732
7,6.66175651550293,7.839999675750732
8,5.722536563873291,7.839999675750732
9,5.00675630569458,7.839999675750732
10,4.470506191253662,7.839999675750732
11,4.004149436950684,7.839999675750732
12,3.532405138015747,7.839999675750732
13,3.021362781524658,7.839999675750732
14,2.459104299545288,7.839999675750732
15,1.8528846502304077,7.839999675750732
16,1.2424156665802002,7.839999675750732
17,0.7157084941864014,7.839999675750732
18,0.3527487814426422,7.839999675750732
19,0.1581476777791977,7.839999675750732
0,10.851764678955078,21.15999984741211
1,10.952683448791504,21.15999984741211
2,10.62922191619873,21.15999984741211
3,9.961400985717773,21.15999984741211
4,9.028801918029785,21.15999984741211
5,7.929658889770508,21.15999984741211
6,6.786263465881348,21.15999984741211
7,5.781017303466797,21.15999984741211
8,5.062798500061035,21.15999984741211
9,4.602704048156738,21.15999984741211
10,4.248340606689453,21.15999984741211
11,3.8919451236724854,21.15999984741211
12,3.478203296661377,21.15999984741211
13,2.9795944690704346,21.15999984741211
14,2.3939802646636963,21.15999984741211
15,1.752856731414795,21.15999984741211
16,1.132691502571106,21.15999984741211
17,0.6363109350204468,21.15999984741211
18,0.3222527801990509,21.15999984741211
19,0.15844957530498505,21.15999984741211
